"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"(주)샵원더",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 연북로 161,,한국전기차충전서비스,,33.4821031,126.4987553,2018-07-03
"세븐일레븐 제주함덕게스트하우스",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 조천읍 신북로 643,,한국전기차충전서비스,,33.540729,126.6782084,2018-07-03
"레지나펜션",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 이어도로 789,,한국전기차충전서비스,,33.2368373,126.4995612,2018-07-03
"명도암 마을회",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 명림로 268-69,,한국전기차충전서비스,,33.4616354,126.6070908,2018-07-03
"허브펜션오즈",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 표선면 표선백사로58번길 36,,한국전기차충전서비스,,33.3185108,126.8334258,2018-07-03
"난지축산연구소",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 산록북로 593-50,,한국전기차충전서비스,,33.4274500,126.5482938,2018-07-03
"서귀포시 생활환경과",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 산록남로1241번길 145,,한국전기차충전서비스,,33.3070418,126.419081,2018-07-03
"카멜리아힐",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 안덕면 병악로 166,,한국전기차충전서비스,,33.2901143,126.3684044,2018-07-03
"꼬뜨도르호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 구좌읍 일주동로 1724,,한국전기차충전서비스,,33.5521173,126.7169202,2018-07-03
"관음사가는길",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 산록북로 819,,한국전기차충전서비스,,33.4360741,126.5538129,2018-07-03
"성산아쿠아비치호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 일주동로 4258,,한국전기차충전서비스,,33.4143696,126.8999778,2018-07-03
"이노우에스시",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 과원로 78-1,,한국전기차충전서비스,,33.4771542,126.491468,2018-07-03
"평원헤모아빌",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 연사2길 76,,한국전기차충전서비스,,33.4859234,126.5131279,2018-07-03
"제주휴리조트",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 난고로 228,,한국전기차충전서비스,,33.4200962,126.8870067,2018-07-03
"종가전복",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 구좌읍 해맞이해안로 1306,,한국전기차충전서비스,,33.5291668,126.8538817,2018-07-03
"키아오라펜션",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 난고로42번길 3,,한국전기차충전서비스,,33.4342204,126.9050229,2018-07-03
"한국자동차공업사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 오라로 72,,한국전기차충전서비스,,33.4954658,126.5109145,2018-07-03
"마레 호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,,한국전기차충전서비스,,33.4417906,126.9188826,2018-07-03
"종이시계",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 애월해안로 899,,한국전기차충전서비스,,33.4853375,126.3918721,2018-07-03
"카이리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한림읍 협재2길 10,,한국전기차충전서비스,,33.393962,126.2390984,2018-07-03
"금강산콘도",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한림읍 협재로 210-18,,한국전기차충전서비스,,33.3793824,126.2502022,2018-07-03
"라온프라이빗타운",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한림읍 금능남로 127,,한국전기차충전서비스,,33.3760556,126.2441268,2018-07-03
"탐라스테이호텔제주",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 애월해안로 881,,한국전기차충전서비스,,33.4782235,126.3665625,2018-07-03
"윈드힐호텔&리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 애월해안로 554-8,,한국전기차충전서비스,,33.4776427,126.3629501,2018-07-03
"베니키아호텔제주(1)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 애월해안로 554-10,,한국전기차충전서비스,,33.4776427,126.3629501,2018-07-03
"베니키아호텔제주(2)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 애월해안로 554-6,,한국전기차충전서비스,,33.4776427,126.3629501,2018-07-03
"(주)엠버서더호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 삼무로 12,,한국전기차충전서비스,,33.489725,126.4878639,2018-07-03
"엠버리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 1100로 2671-51,,한국전기차충전서비스,,33.4237259,126.4890631,2018-07-03
"신풍리마을회(게스트하우스)",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 신풍하동로 37,,한국전기차충전서비스,,33.3627692,126.8401547,2018-07-03
"쉴띠하우스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 안덕면 한창로 102-1,,한국전기차충전서비스,,33.2723241,126.3661767,2018-07-03
"아름다운리조트",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,,한국전기차충전서비스,,33.4752383,126.9101641,2018-07-03
"하와이 관광호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 사장3길 32,,한국전기차충전서비스,,33.4830625,126.4914979,2018-07-03
"스위스마을",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 조천읍 함와로 566-27,,한국전기차충전서비스,,33.49394448,126.6767733,2018-07-03
"곶자왈 숲펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 조천읍 선교로 371-10,,한국전기차충전서비스,,33.472431,126.7090194,2018-07-03
"㈜튤립제주에이엠씨 호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 일출로 31,,한국전기차충전서비스,,33.4479486,126.9162124,2018-07-03
"성산 플레이스",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 동류암로 20,,한국전기차충전서비스,,33.448917,126.9175588,2018-07-03
"제주특별자치도청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 문연로 6,제주특별자치도 제주시 연동 312-1,제주특별자치도,,33.4888341,126.4980797,2018-07-03
"제주특별자치도의회",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 문연로 13,제주특별자치도 제주시 연동 311-45,제주특별자치도,,33.4903182,126.4992861,2018-07-03
"제주시청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 광양9길 10,제주특별자치도 제주시 이도이동 1176-1,제주특별자치도,,33.4999974,126.5319439,2018-07-03
"서귀포시청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중앙로 105,제주특별자치도 서귀포시 서홍동 440-1,제주특별자치도,,33.2540922,126.5601945,2018-07-03
"제주시 평생학습센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 사라봉동길 21-1,제주특별자치도 제주시 건입동 538,제주특별자치도,,33.5138253,126.546588,2018-07-03
"한경면사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 두신로 84,제주특별자치도 제주시 한경면 신창리 247,제주특별자치도,,33.3500881,126.1841728,2018-07-03
"조천읍사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 신북로 194,제주특별자치도 제주시 조천읍조천리 3147-2,제주특별자치도,,33.5345995,126.6342946,2018-07-03
"축산진흥원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 축산마을길 13,제주특별자치도 제주시 노형동 315-7,제주특별자치도,,33.4414666,126.4871027,2018-07-03
"아라동사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 중앙로 527,제주특별자치도 제주시 아라1동 6103-6,제주특별자치도,,33.4763055,126.5450535,2018-07-03
"남원읍사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 695,제주특별자치도 서귀포시 남원읍 남원리 205-1,제주특별자치도,,33.2797843,126.7205951,2018-07-03
"용담2동 주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 흥운길 27,제주특별자치도 제주시 용담2동 358-32,제주특별자치도,,33.5115829,126.5118008,2018-07-03
"제주동물위생연구소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 와흘리 782,,제주특별자치도,,33.4757908,126.6381228,2018-07-03
"제주시 보건소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연삼로 264,제주특별자치도 제주시 도남동 567-1,제주특별자치도,,33.4917032,126.5202864,2018-07-03
"양지공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 516로 2810-31,제주특별자치도 제주시 영평동 2261,제주특별자치도,,33.4400136,126.5799838,2018-07-03
"제주4·3평화공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 명림로 430,제주특별자치도 제주시 봉개동 237-2,제주특별자치도,,33.4505801,126.6181207,2018-07-03
"제주세계자연유산센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 선교로 569-36,제주특별자치도 제주시 조천읍 선흘리 478,제주특별자치도,,33.4570307,126.7142999,2018-07-03
"제주절물자연휴양림",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도,,33.4393726,126.6284479,2018-07-03
"제주벤처마루",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 중앙로 217,제주특별자치도 제주시 이도2동 1176-67,제주특별자치도,,33.5003147,126.5300349,2018-07-03
"첨단과학기술단지 외부",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 영평동 2179-1,,제주전기자동차서비스,,33.4241658,126.5769732,2018-07-03
"첨단과학기술단지 지하",B1 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 첨단로 213-3,제주특별자치도 제주시 영평동 2170-1,제주전기자동차서비스,,33.4537553,126.5726665,2018-07-03
"노형 미리내S클래스APT",105동 앞 지하주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 광평동로 66,제주특별자치도 제주시 노형동 2585-1,제주전기자동차서비스,,33.4856571,126.4679685,2018-07-03
"경마공원",외부주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 평화로 2144,제주특별자치도 제주시 애월읍 유수암리 1206,제주전기자동차서비스,,33.4055799,126.4001778,2018-07-03
JIBS 사옥 주차장,외부주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연삼로 95,제주특별자치도 제주시 오라3동 2750,제주전기자동차서비스,,33.4938653,126.5025175,2018-07-03
KBS 사옥 주차장,외부주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 복지로1길 8,제주특별자치도 제주시 도남동 668,제주전기자동차서비스,,33.4891086,126.519415,2018-07-03
"문예회관",외부주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 동광로 69,제주특별자치도 제주시 일도2동 852,제주전기자동차서비스,,33.5043089,126.5353859,2018-07-03
"아모렉스리조트",외부주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서해안로 216,제주특별자치도 제주시 도두1동 1742,제주전기자동차서비스,,33.5074916,126.4702754,2018-07-03
"보오메꾸뜨르호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 신광로 95,제주특별자치도 제주시 연동 276-1,제주전기자동차서비스,,33.4834889,126.4901596,2018-07-03
"올레리조트",주차장 입구 전방,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 부룡수길 33,제주특별자치도 제주시 애월읍 신엄리 2867-3,제주전기자동차서비스,,33.4756942,126.3558489,2018-07-03
"에코랜드테마파크",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 남조로 1982,제주특별자치도 제주시 조천읍 교래리 385-1,제주전기자동차서비스,,33.4845921,126.6554822,2018-07-03
"대명리조트",측주차장 첫번째 블록,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 신북로 577,제주특별자치도 제주시 조천읍 함덕리 274,제주전기자동차서비스,,33.5412863,126.6714847,2018-07-03
"라온프라이빗타운",라온 프라이빗CC 중간 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 금능남로 127,제주특별자치도 제주시 한림읍 협재리 2838.,제주전기자동차서비스,,33.3760556,126.2441268,2018-07-03
"바다어사또",외부 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 조함해안로 478,제주특별자치도 제주시 조천읍 함덕리 1252-43,제주전기자동차서비스,,33.5440366,126.6537771,2018-07-03
"맥도날드 공항점",우측 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 도령로 159,제주특별자치도 제주시 용담2동 1787,제주전기자동차서비스,,33.4951553,126.4926946,2018-07-03
"리젠트마린호텔",내부 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서부두2길 20,제주특별자치도 제주시 건입동 1443,제주전기자동차서비스,,33.5176293,126.5267886,2018-07-03
"제주시 앨리시안CC",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 평화로 1738-116,제주특별자치도 제주시 애월읍 어음리 3914,제주전기자동차서비스,,33.3723595,126.3808542,2018-07-03
"제주웰컴센터",정면 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 선덕로 23,제주특별자치도 제주시 연동 313-80,제주전기자동차서비스,,33.4863166,126.4990979,2018-07-03
"호텔휘슬락",내부 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,제주전기자동차서비스,,33.5174781,126.5277195,2018-07-03
"한림공원",주차장 서측,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,제주전기자동차서비스,,33.3894949,126.2396825,2018-07-03
"서귀포시 해비치리조트",지하주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도 서귀포시 표선면 표선리 40-69,제주전기자동차서비스,,33.3234478,126.8447796,2018-07-03
"신라호텔",주차장 우측 안쪽 가장자리,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,제주전기자동차서비스,,33.2475582,126.4081161,2018-07-03
"중문덤장",주차장 좌측,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 천제연로 17,제주특별자치도 서귀포시 색달동 2119,제주전기자동차서비스,,33.2576625,126.4082795,2018-07-03
"금호리조트",정문 우측 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도 서귀포시 남원읍 남원리 2384-1,제주전기자동차서비스,,33.2729636,126.7014772,2018-07-03
"사이프러스 CC",진입 첫번째 주차장 입구 좌측,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 번영로 2300,제주특별자치도 서귀포시 표선면 성읍리 3129,제주전기자동차서비스,,33.4105154,126.7516772,2018-07-03
"홈플러스 서귀포점",2층 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중앙로 180,제주특별자치도 서귀포시 동홍동 1558,제주전기자동차서비스,,33.2604879,126.5600101,2018-07-03
"중문교회",주차장 좌측 측면,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 일주서로 835,제주특별자치도 서귀포시 색달동 2436,제주전기자동차서비스,,33.258334,126.4214249,2018-07-03
"제주민속촌박물관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도 서귀포시 표선면 표선리 40-1,제주전기자동차서비스,,33.3223451,126.8414874,2018-07-03
"박물관은살아있다",우측 주차장 측면,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,제주전기자동차서비스,,33.2549224,126.4087187,2018-07-03
"맥도날드월드컵점",주차장 측면,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 일주서로 7,제주특별자치도 서귀포시 강정동 231-1,제주전기자동차서비스,,33.2532617,126.473267,2018-07-03
"제주시 소인국테마파크",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 중산간서로 1878,제주특별자치도 서귀포시 안덕면 서광리 725,제주전기자동차서비스,,33.2904213,126.322602,2018-07-03
"아프리카박물관",우측주차장 가장자리,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 이어도로 49,제주특별자치도 서귀포시 대포동 1833,제주전기자동차서비스,,33.2398402,126.4291443,2018-07-03
"코리아마트 동흥점",마트 앞 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 태평로537번길 49,제주특별자치도 서귀포시 동홍동 645-4,제주전기자동차서비스,,33.2526876,126.570047,2018-07-03
"제주전기렌트카",주차장 입구 전방,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서해안로 22-5,제주특별자치도 제주시 이호1동 467-1,제주전기자동차서비스,,33.5001145,126.4576555,2018-07-03
"제주전기렌트카 공항 인근주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 도두이동 1021-1,,제주전기자동차서비스,,33.5018992,126.4806046,2018-07-03
"기아 제주 서비스센터",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 선반로6길 12,,기아자동차,,33.513832,126.5617605,2018-07-03
"하원중문점",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 일주서로 478,,기아자동차,,33.2544761,126.4582087,2018-07-03
"씨유 제주 표선남촌점",지상주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 표선동서로 138,제주특별자치도 서귀포시 표선면 표선리 1466-2,클린일렉스,,33.3247649,126.8331191,2018-07-03
"씨유 제주교래점",지상주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 비자림로 684,제주특별자치도 제주시 조천읍 교래리 566,클린일렉스,,33.4319106,126.696186,2018-07-03
"씨유 제주씨앤블루점",지상주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 애월해안로 576,제주특별자치도 제주시 애월읍 신엄리 2718-1,클린일렉스,,33.4782235,126.3665625,2018-07-03
"씨유 서귀태흥점",지상주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 일주동로 6745,제주특별자치도 서귀포시 남원읍 태흥리 103-1,클린일렉스,,33.2835671,126.7051642,2018-07-03
"씨유 서귀외돌개점",지상주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남성중로 131,제주특별자치도 서귀포시 서홍동 643,클린일렉스,,33.2438918,126.5547833,2018-07-03
"서귀포지사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 신중로 56,,한국전력,,33.2541046,126.5108726,2018-07-03
"제주전력지사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 가령로 68,,한국전력,,33.498292,126.536771,2018-07-03
"제주직할",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 문연로 36,,한국전력,,33.4890305,126.5013451,2018-07-03
"스마트그리드 홍보관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 행원로 13길 122,,한국전력,,33.5568204,126.8135728,2018-07-03
"종합경기장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 오라1동 1163-4,,한국전력,,33.4974778,126.515547,2018-07-03
"서부소방서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 한림중앙로 150,,한국전력,,33.4024456,126.270402,2018-07-03
"제주 삼양 유적지",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 삼양1동 1660-5,,한국전력,,33.5236286,126.5881806,2018-07-03
"제주의료원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 아라1동 4-17,,한국전력,,33.4452709,126.5601453,2018-07-03
"한림체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 한림리 887-2,,한국전력,,33.4089702,126.2684786,2018-07-03
"한경119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주서로 4218,,한국전력,,33.3426894,126.1829494,2018-07-03
"남원생활체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 551-28,,한국전력,,33.2779482,126.7044594,2018-07-03
"난산리 다목적회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 난산리 1074,,한국전력,,33.4010138,126.8709732,2018-07-03
"서귀포의료원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 동홍동 1530-2,,한국전력,,33.2557649,126.5645342,2018-07-03
