"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"수산1리 복지회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 수산리 703-1,,한국전력,,33.445846,126.8830815,2018-07-03
"정방폭포",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 동홍동278,,한국전력,,33.2980926,126.5504389,2018-07-03
"개인택시조합",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 정존1길 22,,한국전력,,33.4827479,126.4715605,2018-07-03
"행복날개 주유소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 용문로 12,,한국전력,,33.5050106,126.4976141,2018-07-03
LH제주본부,주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 전농로 100,,한국전력,,33.5040866,126.5237993,2018-07-03
"국립제주박물관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주동로 17,,한국전력,,33.5139974,126.5489702,2018-07-03
"김창열미술관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 용금로 883-5,,한국전력,,33.3389037,126.2682351,2018-07-03
"도두동 주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 도두1길 9-1,,한국전력,,33.5028684,126.4682368,2018-07-03
"동부농업기술센타",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 김녕남 6길 8,,한국전력,,33.5500699,126.750406,2018-07-03
"베스트힐 주차장(조천읍)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 남조로 2109-38,,한국전력,,33.4845921,126.6554822,2018-07-03
"부민장례식장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연북로 378,,한국전력,,33.4803205,126.5219174,2018-07-03
"서부경찰서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 애조로 215,,한국전력,,33.4735853,126.4062819,2018-07-03
"송당리사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 송당리 1265-1,,한국전력,,33.4713595,126.779182,2018-07-03
"애월119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 일주서로 6513,,한국전력,,33.466277,126.3511114,2018-07-03
"유리의성",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 녹차분재로 462,,한국전력,,33.3148365,126.2734488,2018-07-03
"유수암",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 유수암리 1014,,한국전력,,33.423605,126.4079743,2018-07-03
"제주 동부보건소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 김녕료 14길 6,,한국전력,,33.5543773,126.7513422,2018-07-03
"조천119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 신북로 337,,한국전력,,33.5410941,126.6469034,2018-07-03
"한라산국립공원 관음사탐방안내소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 산록북로 588,,한국전력,,33.4218993,126.5503226,2018-07-03
"한라산국립공원 어리목탐방안내소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 1100로 2070-61,,한국전력,,33.3922314,126.4945663,2018-07-03
"해양경비안전센터 고산출장소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 노을해안로 1145,,한국전력,,33.3081601,126.164197,2018-07-03
"가시리 조랑말체험공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 녹산로 381-15,,한국전력,,33.3831271,126.7362573,2018-07-03
"강창학경기장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중산간서로 95,,한국전력,,33.2596431,126.501791,2018-07-03
"남원 의례회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원리 381,,한국전력,,33.2942215,126.7113789,2018-07-03
"대천동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 도순로 44,,한국전력,,33.2507866,126.477585,2018-07-03
"동부소방서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,,한국전력,,33.460229,126.9100702,2018-07-03
"서귀포해양경비안전서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서호남로 11,,한국전력,,33.251274,126.5138153,2018-07-03
"성산하수처리장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 고성동서로 115,,한국전력,,33.4518197,126.9189457,2018-07-03
"안덕119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 대정읍 화순서서로 2,,한국전력,,33.2807659,126.3071304,2018-07-03
"안덕계곡 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 감산리 345,,한국전력,,33.2576211,126.3532545,2018-07-03
"안덕생활체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 화순서서로 59,,한국전력,,33.2558062,126.3283213,2018-07-03
"영실매표소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 영실로 246,,한국전력,,33.3698523,126.5556383,2018-07-03
"영어교육도시119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 대정읍 에듀시티로 238,,한국전력,,33.284366,126.276762,2018-07-03
"예래동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 예래로 82,,한국전력,,33.2542814,126.3979513,2018-07-03
"용머리해안",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,,한국전력,,33.2337921,126.3109307,2018-07-03
"제주국제평화센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중문관광로 227-24,,한국전력,,33.2443989,126.4218997,2018-07-03
"청소년 문화의 집",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 화순로 56번길 20,,한국전력,,33.2495585,126.3371369,2018-07-03
"화순리 종합복지관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 화순서서로 106,,한국전력,,33.2722795,126.3173932,2018-07-03
"서부농업기술센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 월림7길 90,,한국전력,,33.353628,126.2483963,2018-07-03
"제주KCTV",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 아연로 2,,한국전력,,33.4812035,126.4962404,2018-07-03
"제주공항",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 용담2동 1950-5,,한국전력,,33.5046766,126.4937973,2018-07-03
"제주 교육대학교",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주동로 61,,한국전력,,33.5145691,126.5516729,2018-07-03
"제주도교육청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연동 311-46,,한국전력,,33.4902703,126.4982303,2018-07-03
"제주권역재활센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 284-1 서귀동 284-1,,한국전력,,33.2527497,126.5623777,2018-07-03
"표선 해양경비단",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 하천리 1493-4,,한국전력,,33.3568228,126.8230904,2018-07-03
"삼양2동 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 삼양2동 2176-13,,한국전력,,33.5197151,126.582675,2018-07-03
"베라체 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 이도2동 1963-7,,한국전력,,33.4969863,126.5353375,2018-07-03
"일성비치콘도미니엄",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한림읍 한림로 127,,케이티,,33.3852479,126.2212993,2018-07-03
"제주도농아복지관",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 우령서로16길 19,,케이티,,33.4848735,126.4257375,2018-07-03
"라마다제주시티호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 중앙로 304,,케이티,,33.4934657,126.5343138,2018-07-03
"제주조각공원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 안덕면 일주서로 1836,,케이티,,33.256807,126.321633,2018-07-03
"제주마리나호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 신대로 45,,케이티,,33.4932864,126.4972969,2018-07-03
"제주퍼시픽호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 서사로 20,,케이티,,33.5106545,126.5191158,2018-07-03
"애월유니호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 애월해안로 656,,케이티,,33.4782235,126.3665625,2018-07-03
"남원읍 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 남원리 84-2,,환경부(한국자동차환경협회),,33.2788184,126.7214486,2018-07-03
"위미의례회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 중산간동로 6862,,환경부(한국자동차환경협회),,33.288095,126.657825,2018-07-03
"대정감협 인근 공영주차장",주차장 좌측,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 대정읍 하모리 964-2,,환경부(한국자동차환경협회),,33.2230292,126.2520661,2018-07-03
"퐁낭 작은 도서관",앞 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 동홍동 470-1,,환경부(한국자동차환경협회),,33.2557425,126.5723463,2018-07-03
"월드컵경기장 인근 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 법환동 870,,환경부(한국자동차환경협회),,33.2481172,126.5110332,2018-07-03
"중문 관광단지",중문색달해변 북측 증설주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 색달동 2889-1,,환경부(한국자동차환경협회),,33.2814107,126.4111118,2018-07-03
"중앙공영주차장",우리은행 서귀포점 인근 공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 291-2,,환경부(한국자동차환경협회),,33.2499701,126.5624597,2018-07-03
"아랑조을거리 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 312-6,,환경부(한국자동차환경협회),,33.2477823,126.5603076,2018-07-03
"서귀포성당",뒤 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 600-3,,환경부(한국자동차환경협회),,33.2436583,126.5629579,2018-07-03
"국토교통부 인재개발원 앞 주차장",주차장 안쪽,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서호동 1603,,환경부(한국자동차환경협회),,33.2784399,126.5169922,2018-07-03
"천지연폭포",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서홍동 666-1,,환경부(한국자동차환경협회),,33.2447447,126.5597544,2018-07-03
"성산읍 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 고성리 327-1,,환경부(한국자동차환경협회),,33.4342204,126.9050229,2018-07-03
"성산일출봉 공영주차장",공중화장실 앞 전기차 주차면,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 일출로 284-6,,환경부(한국자동차환경협회),,33.4624691,126.9352237,2018-07-03
"안덕우체국",뒤 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 화순리 1072,,환경부(한국자동차환경협회),,33.2462682,126.3353527,2018-07-03
"서귀포시 매일시장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중앙로62번길 18,,환경부(한국자동차환경협회),,33.2501708,126.5636786,2018-07-03
"표선민속마을 해비치 해변 공영주차장",해변 공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 민속해안로 631-45,,환경부(한국자동차환경협회),,33.3250881,126.838229,2018-07-03
"표선 의례회관 앞 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 표선리 2103,,환경부(한국자동차환경협회),,33.3225332,126.8228665,2018-07-03
"회수사거리 인근 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 회수동 788-2,,환경부(한국자동차환경협회),,33.2630754,126.4425071,2018-07-03
"오일장 인근 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 세화리 1500-41,,환경부(한국자동차환경협회),,33.5263491,126.8569731,2018-07-03
"용암해수산업화지원센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 일주동로 2706-40,,환경부(한국자동차환경협회),,33.5314441,126.8206181,2018-07-03
"제주상공회의소",뒤편 주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 도남동 574-3,,환경부(한국자동차환경협회),,33.4904195,126.5201501,2018-07-03
"이호동 주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 백포서길 9,,환경부(한국자동차환경협회),,33.4997537,126.4581461,2018-07-03
"한국폴리텍대학 제주캠퍼스",북쪽주차장 입구,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 산천단 동3길 2,,환경부(한국자동차환경협회),,33.4478624,126.5612608,2018-07-03
"한라수목원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 수목원길 72,,환경부(한국자동차환경협회),,33.4699272,126.4932445,2018-07-03
"탐라중학교 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 아라동 3008-1,,환경부(한국자동차환경협회),,33.4763498,126.5450031,2018-07-03
"아라지구 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 아라동 6140-4,,환경부(한국자동차환경협회),,33.4763498,126.5450031,2018-07-03
"상가리사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 상가리 1196-1,,환경부(한국자동차환경협회),,33.4496555,126.3456891,2018-07-03
"오일시장 일대 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 오일장서길 26,,환경부(한국자동차환경협회),,33.4974552,126.4747907,2018-07-03
"외도구획정리지구 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 외도1동 482-1,,환경부(한국자동차환경협회),,33.4899087,126.432638,2018-07-03
"삼성혈 인근 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 이도1동 1293-1,,환경부(한국자동차환경협회),,33.5046445,126.5303835,2018-07-03
"이도주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 이도1동 1695-10,,환경부(한국자동차환경협회),,33.5067302,126.5270745,2018-07-03
"영락교회 인근 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일도2동 488-1,,환경부(한국자동차환경협회),,33.5106341,126.5442435,2018-07-03
"제주시 상하수도본부",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 중산간동로 601,,환경부(한국자동차환경협회),,33.4996454,126.6503584,2018-07-03
"하귀1지구 공영주차장",공영주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 하귀1리 176-3,,환경부(한국자동차환경협회),,33.4845878,126.4177465,2018-07-03
"한경도서관",입구 우측,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 신창리 233-1,,환경부(한국자동차환경협회),,33.3498289,126.1845735,2018-07-03
"한림공원 인근 공영주차장",재릉종합관광안내센터 우측,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 금능리 2018,,환경부(한국자동차환경협회),,33.389522,126.2392559,2018-07-03
"한림읍체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 한림중앙로 71-9,,환경부(한국자동차환경협회),,33.4089702,126.2684786,2018-07-03
"화북동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 화북1동 1976-6,,환경부(한국자동차환경협회),,33.5204337,126.5654508,2018-07-03
"한반도제주호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연동2334-4,,환경부(한국자동차환경협회),,33.4933987,126.4909571,2018-07-03
"㈜행운식품",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 함덕리 906,,환경부(한국자동차환경협회),,33.5368718,126.6699363,2018-07-03
"봄그리고가을리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,,환경부(한국자동차환경협회),,33.474087,126.9110984,2018-07-03
"클럽다인리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 애월해안로 400-9,,환경부(한국자동차환경협회),,33.4710066,126.3514646,2018-07-03
"롯데마트 제주점",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연북로 1,,환경부(한국자동차환경협회),,33.4824201,126.4819325,2018-07-03
"제주공항",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 용담2동 2002,,환경부(한국자동차환경협회),,33.5063344,126.4952613,2018-07-03
"남원읍동부보건소",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 527,제주특별자치도 서귀포시 남원읍 남원리 2359-1,환경부(한국자동차환경협회),,33.2757617,126.7034172,2018-07-03
"서귀포시민회관",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 동홍로 31-7,제주특별자치도 서귀포시 동홍동 453-1,환경부(한국자동차환경협회),,33.2514453,126.5669285,2018-07-03
"돈내코야영장",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 돈내코로 114,제주특별자치도 서귀포시 상효동 1459,환경부(한국자동차환경협회),,33.3003161,126.5847998,2018-07-03
"제주국제컨벤션센터2",면세점 앞 대형주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중문관광로 224,제주특별자치도 서귀포시 중문동 2700,환경부(한국자동차환경협회),,33.2413649,126.4245153,2018-07-03
"구좌체육관",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 김녕로 209,제주특별자치도 제주시 구좌읍 김녕리 497-1,환경부(한국자동차환경협회),,33.5561992,126.7616506,2018-07-03
"제주해녀박물관",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 3204-1,환경부(한국자동차환경협회),,33.5230497,126.8628483,2018-07-03
"제주노루생태공원",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 명림로 520,제주특별자치도 제주시 봉개동 산 51-2,환경부(한국자동차환경협회),,33.4444421,126.6266442,2018-07-03
"별빛누리공원",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 선돌목동길 60,제주특별자치도 제주시 오등동 산 34,환경부(한국자동차환경협회),,33.4450231,126.5492487,2018-07-03
"조천체육관",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 조천18길 11-1,제주특별자치도 제주시 조천읍 조천리 1176-1,환경부(한국자동차환경협회),,33.5397165,126.6439447,2018-07-03
"한림읍사무소",본관주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 한림상로 132,제주특별자치도 제주시 한림읍 한림리 919,환경부(한국자동차환경협회),,33.410104,126.2670984,2018-07-03
"제주시 LGBESTSHOP(제주삼도점)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 서사로 29,,포스코ICT,,33.5098943,126.5201544,2018-07-03
"서귀포시 이마트(서귀포점)",본관2층,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 일주동로 9209,,포스코ICT,,33.2484335,126.5092187,2018-07-03
"제주시 이마트(신제주점)",직원주차장 1층,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 1100로 3348,,포스코ICT,,33.4849511,126.4804897,2018-07-03
"제주시 이마트(제주점)",옥외1층 9구역,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 탑동로 38,,포스코ICT,,33.5179985,126.5212165,2018-07-03
"제주시 LGBESTSHOP(제주본점)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 도령로 36,,포스코ICT,,33.4877001,126.4829981,2018-07-03
"서귀포시 블루핸즈(성산점)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 성산읍 서성일로 1194,,포스코ICT,,33.4268965,126.8647243,2018-07-03
"서귀포시 블루핸즈(대정점)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 대정읍 일주서로 2199,,포스코ICT,,33.2493708,126.2830628,2018-07-03
"서귀포시 블루핸즈(천지자동차)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 토평공단로139번길 6,,포스코ICT,,33.2936039,126.581419,2018-07-03
"제주시 자연인",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 아란서길 110,,포스코ICT,,33.4705468,126.5393398,2018-07-03
"제주시 카카오 본사",외부주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 첨단로 242,,포스코ICT,,33.4500257,126.5733138,2018-07-03
