시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,a,실거래가
울산광역시 북구 ,5**,임야,제2종일반주거지역,8m미만,201810,31,841.0,50000, ,12,42050000.0
울산광역시 북구 ,4**,답,제1종일반주거지역,8m미만,201810,31,37.0,6290,지분,12,232730.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,9.0,1157, ,12,10413.0
울산광역시 울주군,3**,답,제1종일반주거지역,12m미만,201811,1,440.0,10300, ,17,4532000.0
울산광역시 중구 ,7**,전,제2종일반주거지역,25m미만,201811,1,370.0,100900, ,12,37333000.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,101.0,12979, ,12,1310879.0
울산광역시 중구 ,9**,전,제2종일반주거지역,8m미만,201811,1,1.0,129, ,12,129.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201811,1,416.0,17640,지분,17,7338240.0
울산광역시 중구 ,9**,대,제2종일반주거지역,8m미만,201811,1,1363.0,175152, ,12,238732176.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,-,201811,1,116.0,19960, ,12,2315360.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201811,1,46.0,2058,지분,17,94668.0
울산광역시 중구 ,9**,대,제2종일반주거지역,-,201811,1,19.0,2442, ,12,46398.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,-,201811,1,159.0,20432, ,12,3248688.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,160.0,20561, ,12,3289760.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,8m미만,201811,1,960.0,210000, ,12,201600000.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,185.0,23773, ,12,4398005.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,-,201811,1,185.0,23773, ,12,4398005.0
울산광역시 중구 ,9**,대,제2종일반주거지역,-,201811,1,901.0,230800, ,12,207950800.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,150.75,25000,지분,12,3768750.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,150.75,27600,지분,12,4160700.0
울산광역시 중구 ,7**,대,제2종일반주거지역,-,201811,1,220.0,28271, ,12,6219620.0
울산광역시 중구 ,9**,전,제2종일반주거지역,8m미만,201811,1,244.0,28785, ,12,7023540.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,246.0,31612, ,12,7776552.0
울산광역시 중구 ,9**,전,제2종일반주거지역,8m미만,201811,1,12.0,4400, ,12,52800.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,28.0,4890, ,12,136920.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,319.0,40993, ,12,13076767.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,301.5,45500,지분,12,13718250.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,8m미만,201811,1,417.0,53586, ,12,22345362.0
울산광역시 중구 ,9**,대,제2종일반주거지역,8m미만,201811,1,426.0,54743, ,12,23320518.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,-,201811,1,446.0,57313, ,12,25561598.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,3.0,620, ,12,1860.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,509.0,65409, ,12,33293181.0
울산광역시 중구 ,9**,전,제2종일반주거지역,8m미만,201811,1,57.0,7325, ,12,417525.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,62.0,7967, ,12,493954.0
울산광역시 중구 ,9**,대,제2종일반주거지역,8m미만,201811,1,583.0,74918, ,12,43677194.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,423.0,75000, ,12,31725000.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,8m미만,201811,1,71.0,8290, ,12,588590.0
울산광역시 중구 ,9**,전,제2종일반주거지역,8m미만,201811,1,487.0,87000, ,12,42369000.0
울산광역시 중구 ,7**,대,제2종일반주거지역,25m미만,201811,1,36.0,9820, ,12,353520.0
울산광역시 중구 ,9**,임야,제2종일반주거지역,8m미만,201811,1,718.0,92266, ,12,66246988.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201811,1,734.0,94322, ,12,69232348.0
울산광역시 중구 ,7**,임야,제2종일반주거지역,8m미만,201811,1,756.0,97150, ,12,73445400.0
울산광역시 중구 ,7**,도로,제2종일반주거지역,8m미만,201811,1,15.0,990, ,12,14850.0
울산광역시 남구 ,1***,대,제2종일반주거지역,25m미만,201811,2,344.2,175000, ,11,60235000.0
울산광역시 중구 ,6**,도로,제2종일반주거지역,12m미만,201811,2,9.0,310, ,11,2790.0
울산광역시 중구 ,6**,도로,제2종일반주거지역,8m미만,201811,2,17.0,400, ,11,6800.0
울산광역시 북구 ,1***,묘지,제1종일반주거지역,-,201811,2,244.0,7400, ,12,1805600.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201811,5,555.0,29280, ,17,16250400.0
울산광역시 울주군,9**,대,제2종일반주거지역,12m미만,201811,5,407.7,30500, ,17,12434850.0
울산광역시 울주군,4**,전,제1종일반주거지역,8m미만,201811,5,466.0,9000, ,17,4194000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201811,6,165.0,10290, ,17,1697850.0
울산광역시 울주군,1**,답,제2종일반주거지역,8m미만,201811,6,74.0,2166, ,17,160284.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201811,6,62.0,2793, ,17,173166.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201811,6,87.0,3957, ,17,344259.0
울산광역시 울주군,1**,답,제2종일반주거지역,8m미만,201811,6,184.0,5334, ,17,981456.0
울산광역시 울주군,9**,대,제2종일반주거지역,12m미만,201811,6,152.5,8500, ,17,1296250.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201811,7,33.0,1568,지분,17,51744.0
울산광역시 울주군,4**,답,제1종일반주거지역,8m미만,201811,7,33.0,1568,지분,17,51744.0
울산광역시 울주군,6**,전,제2종일반주거지역,12m미만,201811,7,208.0,14000, ,17,2912000.0
울산광역시 울주군,4**,답,제1종일반주거지역,8m미만,201811,8,33.0,1568,지분,17,51744.0
울산광역시 울주군,9**,대,제2종일반주거지역,25m미만,201811,8,200.2,13000, ,17,2602600.0
울산광역시 남구 ,산1**,임야,제2종일반주거지역,-,201811,8,1226.0,136512, ,12,167363712.0
울산광역시 울주군,1**,대,제2종일반주거지역,8m미만,201811,9,74.0,1700, ,17,125800.0
울산광역시 울주군,4**,전,제2종일반주거지역,-,201811,9,359.0,17500, ,17,6282500.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201811,9,331.0,4500,지분,17,1489500.0
울산광역시 울주군,8**,전,제2종일반주거지역,8m미만,201811,9,145.0,5300, ,17,768500.0
울산광역시 울주군,4**,답,제1종일반주거지역,8m미만,201811,12,33.0,1568,지분,17,51744.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201811,12,657.68,1883,지분,17,1238411.44
울산광역시 울주군,6**,대,제2종일반주거지역,-,201811,12,19.3,301,지분,17,5809.3
울산광역시 울주군,8**,전,제1종일반주거지역,-,201811,12,33.42,375,지분,17,12532.5
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201811,13,49.0,2205,지분,17,108045.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201811,13,165.0,7350,지분,17,1212750.0
울산광역시 울주군,3*,전,제1종일반주거지역,-,201811,14,192.0,1600, ,17,307200.0
울산광역시 중구 ,1**,임야,제3종일반주거지역,12m미만,201811,14,1.02,10,지분,12,10.2
울산광역시 울주군,5**,전,제2종일반주거지역,12m미만,201811,14,165.0,6000, ,17,990000.0
울산광역시 남구 ,2**,대,제1종일반주거지역,-,201811,14,333.0,65000, ,12,21645000.0
울산광역시 동구 ,5**,도로,제2종일반주거지역,8m미만,201811,14,36.3,950, ,12,34485.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,165.0,2096, ,17,345840.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201811,15,174.0,2212, ,17,384888.0
울산광역시 동구 ,산*,임야,제3종일반주거지역,-,201811,15,7.5,3000,지분,12,22500.0
울산광역시 중구 ,1**,도로,제2종일반주거지역,12m미만,201811,15,20.0,5000, ,12,100000.0
울산광역시 울주군,3**,답,제1종일반주거지역,-,201811,16,165.0,8250, ,17,1361250.0
울산광역시 남구 ,5**,대,제2종일반주거지역,12m미만,201811,16,324.0,85500, ,12,27702000.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201811,19,330.0,10282,지분,17,3393060.0
울산광역시 울주군,3*,답,제2종일반주거지역,-,201811,19,6.0,40,지분,17,240.0
울산광역시 울주군,6**,전,제1종일반주거지역,8m미만,201811,19,268.0,7000, ,17,1876000.0
울산광역시 울주군,6**,전,제1종일반주거지역,8m미만,201811,19,420.0,8000, ,17,3360000.0
울산광역시 중구 ,산2**,임야,제1종일반주거지역,-,201811,20,99.0,1150, ,12,113850.0
울산광역시 울주군,7**,전,제1종일반주거지역,12m미만,201811,20,480.0,29090, ,17,13963200.0
울산광역시 남구 ,5**,대,제2종일반주거지역,-,201811,20,328.5,37800,지분,12,12417300.0
울산광역시 남구 ,5**,대,제2종일반주거지역,-,201811,20,365.0,43043,지분,12,15710695.0
울산광역시 울주군,6**,임야,제2종일반주거지역,8m미만,201811,20,1532.0,60000, ,17,91920000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201811,21,33.0,1568,지분,17,51744.0
울산광역시 울주군,4**,답,제1종일반주거지역,8m미만,201811,21,33.0,1568,지분,17,51744.0
울산광역시 북구 ,5**,임야,제2종일반주거지역,8m미만,201811,21,180.0,11506, ,12,2071080.0
울산광역시 북구 ,5**,임야,제2종일반주거지역,8m미만,201811,21,3.0,194, ,12,582.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201811,21,33.0,2058,지분,17,67914.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201811,21,83.0,3920,지분,17,325360.0
울산광역시 북구 ,5**,임야,제3종일반주거지역,25m이상,201811,21,3.0,300, ,12,900.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201811,21,298.58,4695,지분,17,1401833.0999999999
울산광역시 울주군,4**,답,제1종일반주거지역,-,201811,21,165.0,7840, ,17,1293600.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201811,21,165.0,7840, ,17,1293600.0
울산광역시 울주군,2**,답,제1종일반주거지역,8m미만,201811,22,1131.0,29911, ,17,33829341.0
울산광역시 울주군,2**,답,제1종일반주거지역,8m미만,201811,22,1289.0,34089, ,17,43940721.0
울산광역시 북구 ,2**,대,제2종일반주거지역,12m미만,201811,22,270.0,53980, ,12,14574600.0
울산광역시 북구 ,2**,대,제2종일반주거지역,12m미만,201811,22,270.2,54020, ,12,14596204.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201811,23,33.0,1499,지분,17,49467.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201811,23,231.0,10290,지분,17,2376990.0
울산광역시 울주군,산2*,임야,제2종일반주거지역,25m미만,201811,23,213.0,30080, ,17,6407040.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201811,23,132.0,4190,지분,17,553080.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201811,23,17.0,750,지분,17,12750.0
울산광역시 울주군,3**,전,제1종일반주거지역,8m미만,201811,26,397.0,12300, ,17,4883100.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201811,27,33.0,1048,지분,17,34584.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201811,27,66.0,2035,지분,17,134310.0
울산광역시 울주군,1***,답,제1종일반주거지역,12m미만,201811,27,443.0,32800, ,17,14530400.0
울산광역시 중구 ,4**,대,제1종일반주거지역,12m미만,201811,27,300.3,54300, ,12,16306290.0
울산광역시 북구 ,6**,답,제1종일반주거지역,8m미만,201811,28,477.0,15000, ,12,7155000.0
울산광역시 울주군,1***,대,제2종일반주거지역,-,201811,28,56.6,7960, ,17,450536.0
울산광역시 중구 ,3**,전,제2종일반주거지역,8m미만,201811,28,251.0,8500, ,11,2133500.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201811,29,33.0,1499,지분,17,49467.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201811,29,605.0,11000, ,17,6655000.0
울산광역시 남구 ,1***,대,제1종일반주거지역,-,201811,29,206.6,113000, ,11,23345800.0
울산광역시 북구 ,1**,도로,제2종일반주거지역,8m미만,201811,30,102.0,10000, ,12,1020000.0
울산광역시 북구 ,1**,전,제2종일반주거지역,8m미만,201811,30,116.0,17500, ,12,2030000.0
울산광역시 북구 ,1**,전,제2종일반주거지역,8m미만,201811,30,212.0,21000, ,12,4452000.0
울산광역시 중구 ,1**,전,제2종일반주거지역,8m미만,201811,30,205.0,21720, ,11,4452600.0
울산광역시 북구 ,1**,전,제2종일반주거지역,-,201811,30,826.0,230000, ,12,189980000.0
울산광역시 울주군,8**,대,제1종일반주거지역,8m미만,201811,30,318.5,25600, ,17,8153600.0
울산광역시 북구 ,1**,도로,제2종일반주거지역,8m미만,201811,30,86.0,4500, ,12,387000.0
울산광역시 북구 ,1**,답,제2종일반주거지역,8m미만,201811,30,244.54,49400,지분,12,12080276.0
울산광역시 북구 ,1**,답,제2종일반주거지역,8m미만,201811,30,347.0,65000,지분,12,22555000.0
울산광역시 울주군,7*,임야,제1종일반주거지역,-,201812,1,241.0,10000, ,17,2410000.0
울산광역시 중구 ,2**,대,제2종일반주거지역,12m미만,201812,1,206.9,20000, ,12,4138000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,3,33.0,1568,지분,17,51744.0
울산광역시 울주군,4**,답,제1종일반주거지역,8m미만,201812,3,33.0,1568,지분,17,51744.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201812,3,36.0,1725,지분,17,62100.0
울산광역시 울주군,3**,답,제1종일반주거지역,-,201812,3,330.0,16500, ,17,5445000.0
울산광역시 울주군,1**,도로,제2종일반주거지역,8m미만,201812,3,20.0,2700, ,17,54000.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,3,90.0,3969,지분,17,357210.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,3,100.5,4410,지분,17,443205.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,3,17.0,735,지분,17,12495.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,4,43.0,2038,지분,17,87634.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201812,4,66.0,2095,지분,17,138270.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,4,49.0,2352,지분,17,115248.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,4,90.0,4234,지분,17,381060.0
울산광역시 울주군,4**,전,제1종일반주거지역,8m미만,201812,4,166.0,7840, ,17,1301440.0
울산광역시 울주군,5**,묘지,제2종일반주거지역,-,201812,4,119.0,9800, ,16,1166200.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,5,34.0,1568,지분,17,53312.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201812,5,54.0,2399,지분,17,129546.0
울산광역시 울주군,1***,학교용지,제2종일반주거지역,25m미만,201812,5,13151.9,287388, ,17,3779698237.2
울산광역시 울주군,1***,답,제1종일반주거지역,-,201812,5,57.0,3000,지분,17,171000.0
울산광역시 북구 ,6**,전,제2종일반주거지역,25m이상,201812,6,31.0,1500, ,12,46500.0
울산광역시 울주군,5**,대,제1종일반주거지역,25m미만,201812,6,129.0,3600, ,17,464400.0
울산광역시 북구 ,6**,대,제2종일반주거지역,8m미만,201812,7,18.0,1080, ,12,19440.0
울산광역시 북구 ,6**,대,제2종일반주거지역,8m미만,201812,7,3.0,200, ,12,600.0
울산광역시 북구 ,6**,대,제2종일반주거지역,8m미만,201812,7,67.0,3920, ,12,262640.0
울산광역시 북구 ,6**,대,제1종일반주거지역,8m미만,201812,7,205.0,38500, ,12,7892500.0
울산광역시 북구 ,6**,도로,제2종일반주거지역,8m미만,201812,7,20.0,400, ,12,8000.0
울산광역시 울주군,5**,전,제1종일반주거지역,8m미만,201812,8,400.0,7270, ,17,2908000.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201812,10,807.0,15000, ,17,12105000.0
울산광역시 중구 ,7**,전,제2종일반주거지역,-,201812,10,13.38,370,지분,12,4950.6
울산광역시 울주군,3**,답,제1종일반주거지역,-,201812,10,99.0,4500, ,17,445500.0
울산광역시 중구 ,2**,대,제1종전용주거지역,12m미만,201812,10,261.5,40500, ,12,10590750.0
울산광역시 울주군,4**,전,제1종일반주거지역,12m미만,201812,10,66.0,5000, ,17,330000.0
울산광역시 중구 ,7**,전,제2종일반주거지역,-,201812,10,19.13,530,지분,12,10138.9
울산광역시 북구 ,7**,하천,제2종일반주거지역,8m미만,201812,11,596.0,120000, ,12,71520000.0
울산광역시 중구 ,7**,대,제2종일반주거지역,8m미만,201812,12,70.4,12626, ,12,888870.4
울산광역시 울주군,1***,대,제1종일반주거지역,8m미만,201812,12,609.0,13700, ,17,8343300.0
울산광역시 동구 ,산*,임야,제3종일반주거지역,-,201812,13,25.0,10000,지분,12,250000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,13,79.0,3599,지분,17,284321.0
울산광역시 울주군,5**,도로,제2종일반주거지역,8m미만,201812,13,126.0,3797, ,16,478422.0
울산광역시 울주군,5**,전,제2종일반주거지역,8m미만,201812,13,20.0,603, ,16,12060.0
울산광역시 울주군,1***,임야,제1종일반주거지역,-,201812,14,331.0,12922,지분,16,4277182.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201812,17,34.0,1058,지분,17,35972.0
울산광역시 울주군,1***,대,제2종일반주거지역,12m미만,201812,17,182.85,22000,지분,17,4022700.0
울산광역시 울주군,3**,대,제1종일반주거지역,8m미만,201812,17,281.0,34000, ,17,9554000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,17,99.0,4704,지분,17,465696.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201812,18,33.0,1470,지분,17,48510.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,18,66.0,2940,지분,17,194040.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201812,18,78.0,3484,지분,17,271752.0
울산광역시 북구 ,4**,답,제1종일반주거지역,8m미만,201812,18,72.0,3700,지분,12,266400.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,18,99.0,4410,지분,17,436590.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,18,331.0,6000,지분,17,1986000.0
울산광역시 북구 ,5**,전,제2종일반주거지역,8m미만,201812,19,457.0,61930, ,12,28302010.0
울산광역시 울주군,5*,전,제1종일반주거지역,8m미만,201812,20,21.0,1000,지분,17,21000.0
울산광역시 동구 ,9*,대,제1종일반주거지역,12m미만,201812,21,79.0,12482, ,12,986078.0
울산광역시 울주군,1**,도로,제2종일반주거지역,8m미만,201812,21,1.17,162,지분,17,189.54
울산광역시 울주군,1**,도로,제2종일반주거지역,8m미만,201812,21,1.17,165,지분,17,193.04999999999998
울산광역시 북구 ,1**,묘지,제1종일반주거지역,8m미만,201812,21,1277.0,95000, ,12,121315000.0
울산광역시 북구 ,6**,대,제2종일반주거지역,8m미만,201812,22,56.0,2700, ,12,151200.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,24,23.0,1098,지분,17,25254.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,24,33.0,1568,지분,17,51744.0
울산광역시 중구 ,5**,잡종지,제2종일반주거지역,8m미만,201812,24,119.0,28000, ,12,3332000.0
울산광역시 남구 ,1***,대,제2종일반주거지역,8m미만,201812,24,170.5,36775,지분,11,6270137.5
울산광역시 중구 ,6**,대,제2종일반주거지역,12m미만,201812,26,8.0,1058, ,12,8464.0
울산광역시 중구 ,6**,도로,제3종일반주거지역,12m미만,201812,26,8.0,1058, ,12,8464.0
울산광역시 중구 ,5**,대,제2종일반주거지역,8m미만,201812,26,12.0,1588, ,12,19056.0
울산광역시 중구 ,5**,대,제3종일반주거지역,8m미만,201812,26,15.0,1985, ,12,29775.0
울산광역시 북구 ,1**,임야,제3종일반주거지역,-,201812,26,140.41,10600,지분,12,1488346.0
울산광역시 남구 ,8**,임야,제2종일반주거지역,8m미만,201812,26,27.0,12000, ,12,324000.0
울산광역시 울주군,산1*,임야,제2종일반주거지역,12m미만,201812,26,2553.0,138000, ,17,352314000.0
울산광역시 중구 ,4**,대,제2종일반주거지역,8m미만,201812,26,111.0,15490, ,12,1719390.0
울산광역시 울주군,1***,대,제2종일반주거지역,12m미만,201812,26,178.3,16500, ,17,2941950.0
울산광역시 중구 ,5**,대,제3종일반주거지역,12m미만,201812,26,16.0,2212, ,12,35392.0
울산광역시 중구 ,4**,잡종지,제3종일반주거지역,8m미만,201812,26,17.0,2217, ,12,37689.0
울산광역시 중구 ,4**,대,제3종일반주거지역,8m미만,201812,26,23.0,2808, ,12,64584.0
울산광역시 중구 ,4**,대,제3종일반주거지역,12m미만,201812,26,20.0,2897, ,12,57940.0
울산광역시 중구 ,5**,대,제3종일반주거지역,-,201812,26,2.0,239, ,12,478.0
울산광역시 중구 ,5**,전,제3종일반주거지역,12m미만,201812,26,33.0,4280, ,12,141240.0
울산광역시 중구 ,5**,대,제2종일반주거지역,8m미만,201812,26,35.0,4631, ,12,162085.0
울산광역시 중구 ,4**,대,제2종일반주거지역,8m미만,201812,26,3.0,410, ,12,1230.0
울산광역시 남구 ,7**,대,제1종일반주거지역,-,201812,26,332.0,45000, ,12,14940000.0
울산광역시 중구 ,4**,잡종지,제3종일반주거지역,12m미만,201812,26,36.0,5215, ,12,187740.0
울산광역시 중구 ,6**,대,제3종일반주거지역,12m미만,201812,26,38.0,5305, ,12,201590.0
울산광역시 중구 ,5**,대,제2종일반주거지역,12m미만,201812,26,38.0,5529, ,12,210102.0
울산광역시 남구 ,7**,임야,제2종일반주거지역,8m미만,201812,26,41.0,5550, ,12,227550.0
울산광역시 중구 ,5**,대,제2종일반주거지역,8m미만,201812,26,4.0,529, ,12,2116.0
울산광역시 남구 ,8**,임야,제2종일반주거지역,8m미만,201812,26,122.0,55500, ,12,6771000.0
울산광역시 중구 ,6**,대,제3종일반주거지역,12m미만,201812,26,47.0,6561, ,12,308367.0
울산광역시 남구 ,7**,대,제1종일반주거지역,-,201812,26,423.0,64000, ,12,27072000.0
울산광역시 중구 ,4**,잡종지,제3종일반주거지역,8m미만,201812,26,63.0,8215, ,12,517545.0
울산광역시 울주군,1***,전,제1종일반주거지역,12m미만,201812,26,21.0,812,지분,17,17052.0
울산광역시 중구 ,4**,전,제2종일반주거지역,8m미만,201812,26,6.0,819, ,12,4914.0
울산광역시 중구 ,4**,대,제2종일반주거지역,8m미만,201812,26,6.0,819, ,12,4914.0
울산광역시 중구 ,3**,대,제2종일반주거지역,12m미만,201812,26,5.0,853, ,12,4265.0
울산광역시 중구 ,5**,대,제3종일반주거지역,8m미만,201812,26,78.0,9317, ,12,726726.0
울산광역시 남구 ,8**,대,제2종일반주거지역,8m미만,201812,26,202.0,91500, ,12,18483000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201812,27,33.0,2058,지분,17,67914.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201812,28,33.0,1048,지분,17,34584.0
울산광역시 중구 ,5**,대,제3종일반주거지역,8m미만,201812,28,89.0,12082, ,12,1075298.0
울산광역시 중구 ,산1**,임야,제2종일반주거지역,-,201812,28,552.0,196980, ,12,108732960.0
